,objective_name,solver_name,data_name,idx_rep,stop_val,time,objective_value,env-OMP_NUM_THREADS,platform,platform-architecture,platform-release,platform-version,system-cpus,system-processor,system-ram (GB),version-cuda,version-numpy,version-scipy
0,"Group Lasso objective[groups=100,rho=1.0]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,0,0.06726270000000056,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
1,"Group Lasso objective[groups=100,rho=1.0]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,1,0.14508290000000024,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
2,"Group Lasso objective[groups=100,rho=1.0]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,2,0.1409604999999985,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
3,"Group Lasso objective[groups=100,rho=1.0]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,4,0.07408089999999845,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
4,"Group Lasso objective[groups=100,rho=1.0]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,0,0.07690970000000164,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
5,"Group Lasso objective[groups=100,rho=1.0]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,1,0.0731958999999982,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
6,"Group Lasso objective[groups=100,rho=1.0]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,2,0.07518779999999836,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
7,"Group Lasso objective[groups=100,rho=1.0]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,4,0.07344050000000024,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
8,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,0,0.06692189999999698,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
9,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,1,0.14183249999999958,126.00316033595226,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
10,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,2,0.12861789999999473,111.10657763052328,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
11,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,3,0.12955859999999575,111.0406064894267,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
12,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,4,0.12970130000000069,111.03679078832334,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
13,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,6,0.1555390999999986,111.0366609775128,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
14,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,9,0.3420103999999995,111.03666097045407,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
15,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,13,0.5108892000000012,111.03666097045405,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
16,"Group Lasso objective[groups=100,rho=0.1]",main-branch,"Simulated[n_features=3000,n_samples=100]",0,19,0.7372070999999991,111.03666097045405,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
17,"Group Lasso objective[groups=100,rho=0.1]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,0,0.1243142000000006,298.922171880757,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
18,"Group Lasso objective[groups=100,rho=0.1]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,1,0.07143609999999967,126.00316033595226,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
19,"Group Lasso objective[groups=100,rho=0.1]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,2,0.10769159999999545,111.10657763052328,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
20,"Group Lasso objective[groups=100,rho=0.1]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,3,0.11531099999999839,111.0406064894267,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
21,"Group Lasso objective[groups=100,rho=0.1]",new-branch,"Simulated[n_features=3000,n_samples=100]",0,4,0.10282519999999806,111.03679078832334,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
