,objective_name,solver_name,data_name,idx_rep,stop_val,time,objective_value,env-OMP_NUM_THREADS,platform,platform-architecture,platform-release,platform-version,system-cpus,system-processor,system-ram (GB),version-cuda,version-numpy,version-scipy
0,Lasso objective[rho=1.0],cd_solver - AA class,finance,0,0,0.37876269999999934,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
1,Lasso objective[rho=1.0],cd_solver - AA class,finance,0,1,0.7059402000000006,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
2,Lasso objective[rho=1.0],cd_solver - AA class,finance,0,2,0.7522710999999997,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
3,Lasso objective[rho=1.0],cd_solver - AA class,finance,0,4,0.8987473000000019,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
4,Lasso objective[rho=1.0],cd_solver - no AA class,finance,0,0,0.7615261999999987,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
5,Lasso objective[rho=1.0],cd_solver - no AA class,finance,0,1,0.9584399999999995,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
6,Lasso objective[rho=1.0],cd_solver - no AA class,finance,0,2,1.0292326000000003,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
7,Lasso objective[rho=1.0],cd_solver - no AA class,finance,0,4,1.2653290999999989,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
8,Lasso objective[rho=0.5],cd_solver - AA class,finance,0,0,0.7008112000000004,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
9,Lasso objective[rho=0.5],cd_solver - AA class,finance,0,1,0.6821494000000001,5.65996426071827,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
10,Lasso objective[rho=0.5],cd_solver - AA class,finance,0,2,2.0178062000000025,4.833977890801444,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
11,Lasso objective[rho=0.5],cd_solver - AA class,finance,0,3,2.5168728000000016,4.833977890801444,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
12,Lasso objective[rho=0.5],cd_solver - AA class,finance,0,5,2.6422250999999974,4.833977890801444,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
13,Lasso objective[rho=0.5],cd_solver - AA class,finance,0,10,2.6054192,4.833977890801444,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
14,Lasso objective[rho=0.5],cd_solver - no AA class,finance,0,0,0.7621313000000001,6.374172682168557,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
15,Lasso objective[rho=0.5],cd_solver - no AA class,finance,0,1,1.2595974999999981,5.65996426071827,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
16,Lasso objective[rho=0.5],cd_solver - no AA class,finance,0,2,2.215656199999998,4.833977890801444,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
17,Lasso objective[rho=0.5],cd_solver - no AA class,finance,0,3,2.6492821000000006,4.833977890801444,,Windows,AMD64,10,10.0.19041,8,"Intel64 Family 6 Model 142 Stepping 11, GenuineIntel",8,NVIDIA GeForce MX130: cuda_11.6,"('1.21.6', 'blas=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_info, lapack=D:\\\\a\\\\1\\\\s\\\\numpy\\\\build\\\\openblas_lapack_info')",1.7.3
